no,구분,전공,본문
1210,post,교양,힘든 시기에 수업을 열정적으로 준비해주시고 강의해주신 교수님께 감사합니다.  수업은 유익하고 현 상황에 맞는 방식이었습니다.
1211,post,교양,ㅕ감사합니다
1212,post,교양,사인을 받아서 소감문을 제출하는 것을 다른 기관에서 모르고 있는것이 너무 안타까웠습니다. 받아야한다면 당연히 다른 기관들과 이야기가 되어 있어야 하는 것 아닐까요.. 안그래도 민감한 시국에 대처도 제대로 안된것 같아서 마음이 불편했습니다.
1213,post,교양,"저는 외국인이기 때문에 KC 대학교 학생이되어 매우 기쁩니다. KC 대학교에서 진행 한 과정을 읽고 쓰는 것을 정말 좋아합니다.  제가 관심을 갖는 한, 저는 많은 것을 배웠습니다, 주제, 문화, 의례.이 프로그램은 제가 취한 많은 주제에 대한 새로운 지식을 얻는 데 매우 도움이됩니다. 제가 관심을 갖는 한 저는 읽고 쓰는 것을 정말 좋아하고 사랑합니다  우리 대학에서 실시한 프로그램."
1214,post,교양,창의적인 일도하고 싶어요.
1215,post,교양,수업을 재미있게 들었습니다 고맙습니다
1216,post,교양,이 수업은 내가 많은 새로운 지식을 알도록 많이 도와줍니다.
1217,post,교양,의사소통 기술을 돕는다. 추가 커리큘럼 활동이 수행되어야 한다.
1218,post,교양,이 프로그램은 국제 학생들에게 매우 도움이 된다. 그것은 의사소통 기술에 도움을 준다. 다른 커리큘럼 활동이 수행되어야 한다.
1219,post,교양,수업 유익하고 좋습니다.
1220,post,교양,재미 있고 좋은 강의를 했습니다.
1221,post,교양,잘 들였습니다
1222,post,교양,너무너무 재미있었습니다
1224,post,교양,창의적인 일도하고 싶어요.
1225,post,교양,이번학기에 수업에 참여하지 못했습니다.
1226,post,교양,무교인 학생들도 있는데 너무 기독교인 위주의 수업방식이었던 것 같습니다...  과제같은 경우 기독교책을 읽고 자필로 10장을 써서 우편으로 보내는 방식은 너무 아날로그 방식의 과제제출 방법이지 않나 싶습니다.
1227,post,교양,종교가 왜 필요한가 보단 성서에 나온 삶에 도움이 되는 구절들을 관점으로 진행되는 주제가 있었으면 더 좋은 강의가 될 것 같습니다.
1228,post,교양,"비대면이다보니 강의에 대한 수행정도를 전혀 체감할 수 없고, 성적이 어느정도 나오는 지를 짐작할 수 없어서 잘 하고 있는지 알기가 어려웠습니다. 과제에 대한 피드백이나 평가가 성적 공개 전에 이루어졌다면 좋았을 것 같습니다."
1229,post,교양,PPT에 글이 너무 많아서 PPT를 보고 과제를 하는 학생들이 발생했고 그로 인해 PPT가 한주씩 늦게 업로드되야만 하는 상황이 발생됐다고 생각합니다. PPT에 글이 좀 줄어들면 자연스레 수업내용에 집중할 수 있을거라고 생각됩니다!
1230,post,교양,수업시간 녹화 중에 트름하시는 것과 다른 조교님과 대화하는 등의 소리가 다 녹음되었습니다.  기말고사 시험도 시험문제를 늦게 올리셔서 학생들을 당황하게 하셨습니다.  영상 편집 안하시고 신경 안쓰시고 올리시는지 너무 충격적입니다.
1231,post,교양,마지막 기말고사 시험 보는 중에 원활하지 못했던 점은 아쉽지만 교수님의 강의는 깔끔하니 좋았습니다.
1232,post,교양,친절하게 격려해주셔서 감사했습니다.
1233,post,교양,수업 때 자신감있게 참여할 수 있도록 격려해주셔서 영어에 대한 부담을 덜 수 있었습니다! 한 학기 동안 정말 감사했습니다 :)
1234,post,교양,학생들이 원하는 방향으로 수업을 진행하셔서 너무 좋았습니다.
1235,post,교양,한 한기동안 좋은 수업 감사합니다.
1236,post,교양,한국인으로는 배우기 힘든 발음에 관한 부분과 원어민의 생각을 이해할 수 있는 수업이라는 점이 마음에 들음
1237,post,교양,황교수님 짱! 2학년에도 뵀으면 좋겠어영@@@
1238,post,교양,교수님이 lms를 활용하지 못하셔서 학생인 입장에서 너무 헷갈렸습니다
1239,post,교양,항상 좋은 강의 감사합니다
1240,post,교양,아직도 많이 부족한 실력이지만 교수님 덕분에 글쓰기에 대한 두려움을 극복할 수 있었습니다.1학기동안 수고하셨습니다
1241,post,교양,강의 이름처럼 기초를 가르치는 것이 위주였던 것이 좋았던 점이다.  수업중 피드백 참여도가 낮은 학생과 높은 학생이 있었는데 이에 상관없이 태도점수를 모두 만점으로 채점 하셨다.  코로나라는 상황때문에 수업에 참여하기 힘들었기 때문에 그러신 것이라 생각되지만  그래도 태도 점수는 참여도에 따라서 차이를 두는 것이 옳다고 생각된다.
1242,post,교양,수업 들으며  화도 나고 기분이 상했던 순간이 있었습니다. 교수님이 학생에게 질문하고 학생에게 계속 물어보셨던 행동은 학생에게 부담스럽습니다. 누가 말 못 하고 싶을까요. 그 부분이 부담스러웠습니다.  다른 수업에 비해 부담스러웠습니다.  그래도 스스로 오기가 생겨 글을 열심히 쓰려 노력했습니다.   교수님 수업을 들으며 위플래시의 음악교수가 생각납니다. 물론 교수님은 음악교수보다 훨씬 부드럽지만요.   수업을 들으며 긴장했지만 덕분에 좋은 글 썼습니다.   제가 수업을 들으며 느꼈던 부분입니다. 불편하게 받아드리지 않으셨으면 합니다.  학생끼리 서로 질문하고 대답하는 수업 방식이 가장 좋았습니다. 재밌었습니다.    한 학기동안 수고하셨습니다.
1243,post,교양,항상 신경써주시고 너무 좋았다 딱 강의계획서릉 보면서 기대했던 부분의 지식을 얻은거같다
1244,post,교양,대학수업에 잘 맞는 수업방식이있다
1245,post,교양,직접 못 뵈니 아쉬웠지만 좋은 과제와 강의 덕에 이 시국의 대학생활이 즐거웠습니다ㅡ 고양이도 귀여워요ㅠㅠ 감사합니다 교수님!
1246,post,교양,수업 너무 재밌었어요
1247,post,교양,아침 실시간 강의라 힘들었지만 그만큼 적극적으로 참여하고 모니터링이 잘 되어 좋았다. 학생들이 강의를 잘 듣고 있는지 중간중간 확인하는 점이 좋았고 매번 학생들에게 직접 강의내용에 부합한 글을 쓰게 한 후 발표를 통해 피드백을 해주시는 것도 좋았음
1248,post,교양,과제에 대한 피드백이 있으면 더 좋을 것 같습니다.
1249,post,교양,다소 과제를 따라가기 버거울 때도 있었지만 자격증 취득 준비에 많이 도움될 것 겉숩니다.   그래도 과제량을 조금 줄여주시면 좋을 것 갘습니다 매주 한가지 파일만 ㅠ 낼 수 있으면 좋지 않을까요..  코로나로 인해 여러가지로 신경쓰실 것이 많으신데 잘 이끌어주셔서 담사합니다 !!
1250,post,교양,원격 조정이 힘들었습니다.
1251,post,교양,이전 영상으로 수업하는 것에 대해 개선해야 한다고 생각합니다.
1252,post,교양,수강 신청을 한 이유는 좀 더 프로그래밍에 대한 지식을 배우고 싶어 신청을 하였는데 주로 교육내용이 왜 필요한지나 정책과 같은 주제로 되어 있어 개인적으로는 좀 아쉬웠습니다.
1253,post,교양,"항상 학생들을 먼저 생각해주시고, 차분하고 꼼꼼한 설명으로 질 높은 강의를 보여주십니다. 다음 학기에도 송경애 교수님의 교양 과목을 들을 생각입니다. 한학기 동안 열심히 강의해주셔서 감사합니다:)"
1254,post,교양,제가 영어 실력이 많이 부족했는데도 개괄적 설명을 참 잘해주셔서 감사했습니다. 하지만 영어의 장벽은 너무 높은 것 같습니다
1255,post,교양,그냥 영어관련 문법만을 설명하시지 않고 토익에서 자주 나오는 문법들과 유행하는 문제들이 어떤 것이 있는지 소개해주시며 종종 문제 풀 때 꿀팁도 알려주셔서 매우 유용한 수업이었습니다.
1256,post,교양,실시간으로 진행이 되길 원합니다
1257,post,교양,교수님의 수업 내용과 시험이 나에게 도움이 많이 되었음
1258,post,교양,너무 재밌게 참여했습니다 ㅎㅎ 이런게 조별과제임읗 4학년때 알았네요 즐거웠습니다. 좋은 경험 감사드려요!
1259,post,교양,기말고사로 조별끼리 수화공연을 한다는 것이 친목 쌓기 및 흥미를 유발하고 재미있게 할 수 있었다는 점에서 좋았다.
1260,post,교양,이번 과제가 살짝 애매한 감이 있었던 것 같다. 하다 못해 자기가 보고싶은 영화를 고르는 편이 더 좋지 않았을까 라는 생각을 하지만 그래도 이부분이 최선이 었다라고 생각을 하기 때문에 불만은 아니고 살짝 아쉬운 정도이다.
1261,post,교양,교수님의 강의 자료에서 매우 신경쓰셔서 만든 것이고 그만큼 퀄리티가 좋다는 점이 눈에 띄었다.  개선되었으면 하는 점은 없는 것 같다.
1262,post,교양,"학생의 말을 적극적으로 들어주시고 필요한 공지사항을 제때, 자세하게 알려주셔서 공부하고 과제할 때에 도움이 크게 되었습니다."
1263,post,교양,유익한 내용의 교양과목으로 잘 들었습니다. 부담스럽지 않은 적절한 범위의 강의 내용과 출석 과제가 아주 만족스러웠으며  학생들의 출석관리와 기타 공지 항상 열심히 해주시는 교수님께 감사합니다. 다음번에도 좋은 강의 듣고싶습니다.
1264,post,교양,학생들 입장을 잘 고려하셔서 수업을 끌고 가신 점이 좋았습니다.
1265,post,교양,관심 있는 주제여서 수강 신청 했는데 소설과 영화와 관련해 다양하게 배울 수 있어서 좋았습니다.
1266,post,교양,내용도 어렵지 않고 재미있었다.
1267,post,교양,소설과 영화의 통합적 이해라는 교양 과목을 통해서 평소에 분석하지 못했던 영화와 소설을 다룰 수 있었습니다.  특히 같은 주제와 줄거리를 다루는 소설과 영화에 대해서 공통점과 차이점을 알아가고 분석하는 과정이 흥미로웠습니다.  개선되어야 할 점은 딱히 없는 것 같습니다.
1268,post,교양,음악 소리만 조금 줄여주시면 좋을 것 같습니다
1269,post,교양,교수님의 말을 듣기 너무 힘들었던 강의가 있었습니다. 그 점 조금 수정해주시면 시험을 준비하는데도 수월하지 않을까 합니다.
1270,post,교양,이전 학기 수업에 대해 자주 언급하셨지만 그거에 대해 전혀 상관없다며 안심시켜주시는 언급들과 학생들의 피드백을 최대한 반영하려는 것이 잘 느껴졌습니다.
1271,post,교양,최근에 나온 자료를 활용하시고 학생들이 이해를 잘할 수 있도록 자료를 많이 제시하시는 모습이 매우 인상 깊고 좋았다.  강의 후반쯤에 교수님의 마이크에 이상이 생겨 강의를 듣는데 어려움이 있어서 아쉬움이 있었다.
1272,post,교양,바로바로 교수님과의 소통할 수 있는 점이 좋았다.
1273,post,교양,음향적인 부분에서 불편함이 많았습니다
1274,post,교양,퀴즈문제를 양을 늘려서 내주셔도 될거같습니다!
1275,post,교양,이러닝 이외 카톡으로 수업내용이나 시험관련내용들을 자세하고 친절하게 알려주셔서 훨씬 더 좋았다.
1276,post,교양,"영상의 질이 좋았으며, 특히 교수님과의 원활한 소통이 가능한 점이 좋았다."
1277,post,교양,유익하게 교양을 들었습니다 감사합니다 교수님!
1278,post,교양,그동안 들었던 교양 강의중에서 제일 가치있다고 느끼는 강의였어요 교수님 최고에요.  이번에 처음? 수업 하시는 것 같은데 곧 졸업이 얼마 안남아서 교수님 수업 더 많이 들어보고싶은데 안될 것 같아 아쉽네요ㅠ
